ad,ed,foldenauer,morales,stringer,mcguire,wiley,prince,chang,garcia,adams,wright jr,donovan,yang,taylor,writein
40,26,1,3,7,0,20,0,7,10,9,0,1,46,0,1
40,27,3,7,9,1,8,0,5,8,19,1,0,36,0,0
40,28,0,4,4,2,6,0,1,7,8,0,3,16,1,1
40,29,2,2,3,0,10,0,3,9,14,0,3,60,0,0
40,30,1,0,7,1,12,0,7,14,19,0,1,50,0,1
40,31,2,4,3,0,10,0,4,16,13,1,0,64,0,0
40,32,3,3,3,1,4,0,2,10,14,0,1,39,0,0
40,33,1,3,11,0,5,0,2,9,16,0,1,102,0,0
40,34,6,6,2,0,8,0,0,4,18,0,3,17,0,0
40,35,4,6,9,5,13,0,9,8,46,0,4,37,0,0
40,36,3,1,8,3,12,1,9,10,24,0,2,89,1,1
40,37,5,7,10,1,26,1,12,13,48,1,3,61,0,0
40,38,2,3,7,1,10,2,3,15,11,0,2,107,1,0
40,39,1,4,8,1,20,1,5,15,35,1,5,43,1,0
40,40,2,9,5,2,20,0,3,10,27,0,4,58,4,1
40,41,0,0,2,1,7,0,2,7,17,0,1,94,0,0
40,42,5,3,3,0,13,0,2,6,15,0,1,71,0,0
40,43,3,1,2,1,7,0,1,4,14,0,1,79,0,0
40,44,1,2,3,0,3,0,1,8,13,0,6,60,1,0
40,45,0,7,7,1,9,1,2,4,34,0,3,63,1,0
40,46,2,6,6,0,17,0,1,15,49,0,4,68,1,0
40,47,0,5,11,2,14,0,3,29,25,0,3,88,0,0
40,48,1,1,22,1,11,1,6,22,32,0,8,116,1,2
40,49,1,0,9,1,8,0,1,14,16,0,3,43,0,0
40,50,3,9,3,4,15,0,6,10,57,0,2,46,2,0
40,51,4,7,9,4,25,1,8,12,65,0,2,82,1,1
40,52,1,0,2,1,3,0,0,11,12,0,0,58,1,0
40,53,2,6,11,0,12,0,9,6,13,0,2,34,0,0
40,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,56,0,2,2,1,10,0,9,12,18,0,3,82,2,2
40,57,1,1,10,1,6,2,9,13,17,0,3,48,1,0
40,58,9,5,5,1,17,0,0,11,30,0,0,51,0,0
40,59,1,1,8,1,8,0,5,12,20,0,4,36,1,0
40,60,1,1,4,2,15,0,7,2,25,0,5,60,0,0
41,1,0,0,6,2,9,2,1,7,74,0,4,15,0,0
41,2,0,1,5,4,9,1,0,19,90,0,0,21,0,0
41,3,1,2,17,3,10,0,1,15,69,1,3,28,0,0
41,4,2,4,8,0,10,0,0,16,40,0,3,14,1,0
41,5,1,0,7,3,2,0,0,8,93,0,3,20,0,0
41,6,0,3,12,0,13,1,1,15,58,1,0,30,0,1
41,7,2,4,8,0,19,0,3,23,49,0,4,22,1,0
41,8,1,1,7,0,13,1,1,12,46,1,1,16,1,0
41,9,0,2,7,1,2,0,0,13,41,0,1,17,0,0
41,10,1,0,3,1,6,0,0,5,31,0,0,43,0,0
41,11,0,0,0,0,0,0,0,7,21,0,3,11,0,0
41,12,0,0,3,4,4,0,0,5,48,0,1,8,0,0
41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,14,0,0,4,0,2,0,1,5,6,0,2,8,1,0
41,15,0,0,3,0,0,0,1,3,24,0,0,7,0,0
41,16,0,1,3,1,8,1,0,13,68,0,2,15,1,0
41,17,1,3,5,5,11,0,0,27,65,0,2,21,1,2
41,18,0,0,14,2,10,0,0,28,39,0,1,11,0,0
41,19,0,0,0,0,0,0,0,0,4,0,1,0,0,0
41,20,2,0,6,1,8,1,0,9,75,0,1,8,1,2
41,21,2,1,7,2,17,2,0,14,79,0,1,17,1,2
41,22,1,1,0,0,8,0,0,10,9,0,3,4,0,0
41,23,0,0,1,0,11,0,2,1,11,0,3,1,0,0
41,24,0,2,1,0,4,0,0,4,22,0,0,3,0,0
41,25,0,0,0,1,2,0,0,3,13,0,3,1,0,0
41,26,0,0,3,2,7,0,0,1,25,0,3,6,0,1
41,27,0,1,2,1,15,0,0,6,74,0,3,3,1,0
41,28,1,3,5,5,48,0,1,14,146,0,3,11,1,1
41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,30,1,2,5,2,25,0,0,7,113,0,2,4,0,0
41,31,1,2,6,0,22,1,0,5,122,1,0,7,0,0
41,32,4,2,7,0,18,0,0,2,89,1,2,6,0,0
41,33,1,3,6,1,33,0,0,8,118,0,7,6,1,0
41,34,1,0,6,4,16,0,1,1,145,0,2,4,2,1
41,35,1,3,4,0,6,0,1,15,22,0,2,52,0,1
41,36,0,1,5,2,5,2,1,15,10,0,0,10,0,0
41,37,0,0,5,1,30,0,0,5,155,0,8,10,0,0
41,38,0,2,9,4,45,0,1,6,217,0,7,8,0,1
41,39,0,0,4,5,42,0,1,5,178,0,0,6,0,0
41,40,3,0,6,4,21,0,0,4,146,1,1,4,0,0
41,41,0,0,4,3,26,1,0,4,138,0,3,9,1,0
41,42,2,2,2,2,2,0,1,5,15,0,0,15,0,2
41,43,0,0,7,1,31,1,0,5,116,2,4,3,0,0
41,44,0,3,2,0,9,0,0,3,7,0,0,8,0,0
41,45,1,1,6,2,24,0,0,4,141,0,5,2,1,0
41,46,0,0,12,1,8,0,2,53,33,1,4,25,0,1
41,47,1,0,4,3,21,0,0,0,139,1,2,7,1,0
41,48,0,2,3,1,12,0,0,4,86,1,3,2,0,0
41,49,0,2,5,3,37,0,0,2,155,0,3,9,1,1
41,50,0,1,2,2,11,1,0,9,196,0,2,19,0,0
41,51,1,0,1,2,10,0,0,2,49,0,0,8,0,0
41,52,0,0,1,1,3,0,0,3,69,0,1,15,0,0
41,53,2,1,3,1,21,0,0,3,74,0,2,3,0,0
41,54,0,2,4,4,40,1,0,5,84,1,5,8,0,0
41,55,2,3,13,7,48,2,1,11,149,1,9,9,0,0
41,56,0,2,2,2,9,0,1,16,28,0,0,14,0,1
41,57,0,0,4,0,5,0,0,14,44,0,3,14,1,0
41,58,1,0,3,0,3,0,1,13,109,0,3,27,0,0
41,59,0,2,6,7,10,0,1,23,63,0,1,27,0,0
41,60,0,1,6,1,6,0,2,12,36,1,2,15,1,0
41,61,0,1,4,0,5,2,2,7,19,0,1,30,0,0
41,62,3,2,7,2,8,0,6,13,16,2,2,49,0,1
41,63,0,2,15,3,8,0,2,42,42,1,3,44,1,1
41,64,0,2,22,1,17,0,1,30,44,0,5,22,0,2
41,65,0,0,2,0,9,1,0,6,18,0,2,8,0,0
41,66,3,4,2,3,8,0,0,1,55,0,2,11,0,0
41,67,1,4,3,1,4,0,1,3,61,1,3,19,1,0
41,68,1,2,4,2,9,1,0,3,52,0,4,11,0,0
41,69,1,3,3,3,16,0,2,3,60,0,1,15,1,0
41,70,0,1,7,3,9,1,1,18,27,0,3,33,0,0
41,71,0,3,12,1,9,0,0,18,14,0,2,24,1,0
41,72,0,0,9,1,5,0,1,16,23,0,0,12,0,0
41,73,2,0,9,3,8,0,0,10,44,1,7,17,1,0
41,74,1,3,6,0,10,1,0,27,32,1,8,24,0,0
41,75,0,2,6,0,7,1,2,13,21,0,1,61,0,0
41,76,1,1,7,1,10,0,2,12,17,1,0,29,0,0
41,77,0,1,15,0,10,0,2,9,36,0,4,33,0,0
41,78,1,4,2,0,5,1,1,10,29,0,3,21,0,0
41,79,3,1,3,1,11,1,0,9,14,0,1,36,0,1
41,80,0,0,0,2,0,0,0,5,2,0,0,2,0,0
41,81,0,0,9,2,3,1,0,3,11,0,3,12,0,1
41,82,1,2,7,0,11,1,1,15,15,0,0,23,0,1
41,83,0,0,3,0,3,0,0,5,12,0,1,12,0,1
41,84,2,0,7,5,10,0,0,30,28,0,3,32,0,0
41,85,0,0,8,1,7,0,1,11,32,1,0,13,0,1
41,86,0,1,5,2,7,1,1,8,30,0,2,17,0,1
41,87,1,1,1,0,9,0,0,14,19,0,2,24,0,0
41,88,0,1,2,0,9,1,1,10,20,0,2,15,0,0
41,89,0,0,4,2,1,0,0,8,29,0,2,6,0,1
41,90,0,0,2,0,1,0,0,5,8,0,0,5,0,0
41,91,1,3,2,3,15,0,0,3,74,0,0,9,1,1
41,92,1,2,2,2,3,0,0,8,21,0,0,21,0,0
41,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,94,1,1,3,0,5,0,1,8,71,1,0,15,0,3
41,95,0,0,7,0,6,0,1,8,60,1,1,13,0,0
41,96,1,1,6,5,26,0,0,4,96,0,3,2,0,0
41,97,0,2,4,2,27,0,0,5,114,0,3,8,0,0
41,98,0,2,4,2,7,0,0,4,83,0,3,10,0,0
41,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,0,2,1,9,0,0,2,5,0,0,1,0,0
42,2,1,4,3,4,82,2,3,26,80,0,4,6,0,0
42,3,1,7,6,1,100,0,2,23,82,0,3,5,1,0
42,4,1,11,5,1,84,0,3,15,99,0,3,9,0,0
42,5,1,5,5,6,63,1,3,21,59,0,0,2,0,0
42,6,0,8,6,3,121,2,3,36,65,0,3,17,2,0
42,7,2,7,6,4,124,2,1,20,125,0,4,11,2,0
42,8,2,5,3,2,94,2,2,17,137,1,3,9,0,0
42,9,1,4,5,0,87,0,0,9,108,0,1,15,0,0
42,10,1,4,6,3,59,0,1,4,152,2,0,7,0,0
42,11,0,3,4,3,35,1,0,2,131,1,2,7,1,1
42,12,0,1,3,2,34,0,0,2,99,0,3,6,1,0
42,13,0,1,7,5,41,0,0,10,72,0,3,0,0,0
42,14,0,7,6,0,46,1,0,3,94,0,0,5,0,0
42,15,2,7,5,1,74,6,0,15,123,1,1,9,0,1
42,16,3,4,3,4,55,0,0,12,101,0,2,10,1,0
42,17,3,5,5,0,40,1,2,8,46,1,0,2,0,1
42,18,0,3,13,3,104,1,0,29,85,0,6,11,1,0
42,19,2,1,10,1,44,2,2,16,70,0,2,4,0,0
42,20,0,6,8,4,70,0,2,16,111,0,4,8,0,0
42,21,1,6,8,6,75,1,0,6,67,1,1,4,2,1
42,22,2,5,3,0,86,0,1,13,128,1,4,4,1,0
42,23,0,7,7,1,53,0,0,22,54,0,0,10,0,0
42,24,5,4,26,3,37,0,3,24,73,0,1,18,2,0
42,25,0,8,13,0,110,0,4,70,67,0,3,6,1,0
42,26,1,4,2,1,47,1,0,11,86,0,0,8,0,0
42,27,1,8,2,2,46,2,2,14,76,2,3,3,0,0
42,28,0,6,7,6,51,1,0,12,92,1,3,5,1,0
42,29,0,8,8,8,60,0,3,14,114,0,3,8,2,0
42,30,1,7,9,1,87,0,2,50,112,0,9,13,0,0
42,31,1,6,6,3,73,0,2,10,97,0,2,5,0,0
42,32,0,1,2,3,10,0,0,2,33,0,3,1,1,0
42,33,0,1,2,0,9,0,0,2,6,0,1,1,1,0
42,34,0,1,15,1,76,5,0,87,29,0,11,13,1,1
42,35,2,11,13,4,120,5,1,47,65,2,3,18,0,0
42,36,3,3,25,2,48,0,2,46,97,0,4,24,0,2
42,37,0,0,15,5,37,2,1,62,26,0,0,6,0,0
42,38,1,0,1,3,4,1,0,20,141,0,0,34,0,0
42,39,0,0,7,2,47,0,0,7,169,1,1,11,1,1
42,40,0,6,6,4,50,0,1,7,193,1,1,6,1,0
42,41,0,2,5,4,45,2,0,11,192,0,3,10,1,1
42,42,0,3,2,8,38,1,0,5,144,0,4,11,0,0
42,43,2,0,8,1,29,2,0,6,113,1,5,3,1,0
42,44,1,2,1,1,20,0,0,3,75,1,2,5,0,1
42,45,0,0,1,3,35,1,0,4,117,0,4,7,0,1
42,46,3,1,2,1,25,0,0,2,118,2,1,4,0,0
42,47,1,4,2,6,36,0,0,6,108,1,3,5,1,0
42,48,1,7,10,2,63,0,0,35,131,0,6,12,3,0
42,49,1,4,12,5,42,0,1,30,125,0,5,14,0,0
42,50,0,0,5,0,41,1,1,5,127,0,6,6,1,1
42,51,0,2,2,4,20,1,0,1,80,0,3,19,0,0
42,52,1,5,8,4,37,0,0,14,148,0,8,10,0,0
42,53,2,9,5,2,51,0,0,15,92,1,1,7,2,0
42,54,1,2,8,7,53,1,1,24,145,0,2,9,0,0
42,55,3,4,9,5,72,0,0,29,86,0,4,9,0,1
42,56,3,0,0,2,25,0,1,6,137,0,5,5,1,0
42,57,4,4,13,3,49,0,0,16,161,0,4,10,2,1
42,58,0,3,1,5,36,0,0,4,114,0,0,4,1,0
42,59,0,0,0,0,0,0,0,5,66,1,2,8,0,0
42,60,0,0,0,0,0,0,0,1,31,0,0,9,0,0
42,61,1,6,11,5,21,0,1,12,96,1,4,18,1,1
42,62,1,0,3,4,6,0,0,7,131,0,1,28,0,1
42,63,1,3,4,2,13,0,1,10,131,1,0,38,1,0
42,64,0,0,1,0,0,0,0,13,203,0,0,20,0,1
42,65,1,0,3,1,1,1,0,4,123,0,1,15,0,0
42,66,0,0,4,0,1,0,0,6,99,0,0,19,0,1
42,67,1,0,6,0,21,1,0,12,46,0,2,19,0,1
42,68,1,3,1,2,44,0,1,9,89,1,4,7,0,0
42,69,1,1,0,0,4,0,0,0,38,0,0,7,0,0
42,70,1,1,8,5,49,2,0,7,103,0,0,5,0,0
42,71,0,3,0,1,29,0,0,7,131,0,3,8,0,0
42,72,0,8,9,3,78,4,2,30,121,0,3,6,0,0
42,73,1,8,6,5,69,1,0,22,116,1,1,8,2,0
42,74,0,1,2,2,25,0,1,5,127,0,3,6,0,0
42,75,2,5,6,2,88,1,1,30,89,0,2,10,0,0
42,76,0,3,3,0,68,0,1,8,65,0,0,3,1,0
42,77,1,2,6,0,58,1,0,14,131,1,0,7,0,0
42,78,0,5,6,2,68,1,0,37,74,0,2,8,1,0
42,79,1,1,6,1,66,6,0,14,115,0,3,5,1,0
42,80,1,0,6,5,38,3,1,7,111,0,1,1,0,0
42,81,2,3,4,6,31,0,0,7,81,0,6,6,1,0
42,82,0,0,3,0,12,0,1,4,54,0,2,4,0,0
43,1,0,8,11,5,148,0,0,31,86,1,1,12,2,0
43,2,0,7,4,0,113,3,0,22,53,0,2,2,0,0
43,3,1,7,5,2,138,2,3,35,108,2,3,5,1,0
43,4,2,10,7,5,107,2,1,38,84,0,4,8,0,0
43,5,1,5,3,2,66,1,0,16,62,0,2,3,1,0
43,6,0,3,14,5,110,4,1,27,84,0,3,4,0,0
43,7,1,8,4,5,109,3,1,22,88,0,1,8,1,0
43,8,0,5,1,3,67,0,1,18,91,0,0,6,0,0
43,9,1,5,4,2,57,0,0,18,93,2,1,2,3,0
43,10,0,1,2,3,25,0,0,3,68,0,0,1,0,0
43,11,2,6,11,1,62,0,1,12,215,0,1,10,0,0
43,12,0,4,10,3,108,3,4,14,125,0,2,6,0,0
43,13,1,1,3,1,22,1,0,7,194,2,2,8,1,0
43,14,3,8,12,3,98,0,1,41,109,1,4,12,1,0
43,15,4,8,4,2,87,1,1,29,70,1,6,4,0,0
43,16,0,15,7,1,83,1,2,23,119,0,0,4,1,0
43,17,0,5,8,4,61,1,1,10,153,2,5,13,0,0
43,18,0,2,11,1,138,1,2,39,117,2,3,3,0,0
43,19,0,9,2,0,76,6,5,14,77,0,0,5,0,0
43,20,0,3,19,3,85,1,3,72,74,0,1,11,0,0
43,21,3,4,5,3,132,1,2,24,130,1,6,6,1,0
43,22,2,4,3,2,74,1,2,15,101,0,3,7,1,0
43,23,0,4,5,2,104,0,1,12,131,1,4,5,1,0
43,24,0,5,9,1,127,0,0,23,81,1,4,5,0,0
43,25,0,1,9,2,85,0,0,13,107,0,3,11,1,0
43,26,2,9,7,3,118,2,0,21,158,0,2,9,2,0
43,27,0,3,12,2,48,0,0,6,146,1,4,6,0,0
43,28,5,10,18,8,111,0,0,29,175,0,1,10,2,0
43,29,1,0,6,0,25,0,0,5,109,1,0,5,0,0
43,30,4,4,3,6,57,1,0,6,138,1,1,7,2,0
43,31,0,8,11,6,97,1,1,13,204,2,5,18,1,0
43,32,2,5,4,6,68,2,0,9,132,1,0,7,1,0
43,33,1,11,5,6,95,0,0,8,184,1,4,9,0,0
43,34,3,0,2,4,41,0,0,6,84,0,1,8,0,0
43,35,0,8,3,1,117,4,2,21,113,2,4,12,1,1
43,36,2,13,12,0,75,2,1,14,93,2,6,11,2,1
43,37,3,10,7,4,91,3,1,25,125,1,4,7,0,0
43,38,1,6,9,2,79,2,2,17,188,1,4,2,0,0
43,39,3,7,12,5,117,9,2,25,156,0,0,6,0,0
43,40,0,1,5,4,24,2,0,7,171,0,2,4,1,0
43,41,0,8,3,1,125,1,1,31,65,0,0,5,1,0
43,42,0,6,9,3,114,1,0,71,105,1,5,7,0,0
43,43,1,7,7,5,72,2,1,28,177,0,3,6,0,0
43,44,0,6,9,1,92,4,0,28,86,0,5,5,1,0
43,45,1,9,11,5,134,1,3,43,101,0,2,4,1,1
43,46,2,4,7,2,144,6,1,22,103,0,2,3,1,1
43,47,0,5,3,0,72,4,2,19,66,1,2,6,1,0
43,48,0,7,1,1,55,2,2,6,73,1,2,3,1,0
43,49,2,12,8,3,64,0,2,7,115,0,3,6,1,0
43,50,1,10,10,4,123,4,0,31,89,2,3,5,0,1
43,51,0,6,7,3,79,0,0,10,186,0,1,15,1,0
43,52,1,2,9,3,29,0,0,4,166,0,4,9,1,0
43,53,1,3,2,0,37,0,1,7,144,0,6,11,0,0
43,54,2,4,3,4,35,0,0,1,204,0,1,16,0,0
43,55,1,3,5,4,49,2,1,4,182,1,4,6,0,0
43,56,2,3,3,1,12,0,0,4,141,1,3,5,1,0
43,57,1,0,3,0,10,0,0,2,225,0,1,12,1,0
43,58,0,2,4,0,22,0,0,2,121,0,1,3,0,0
43,59,0,2,7,3,28,0,0,4,172,1,1,7,1,0
43,60,0,1,1,0,28,0,0,9,183,1,1,1,0,0
43,61,1,6,2,4,42,2,2,16,109,0,3,7,0,0
43,62,0,1,4,2,17,0,0,6,211,0,3,11,0,0
43,63,0,2,1,0,22,0,0,6,126,1,2,7,0,0
43,64,2,1,3,1,23,0,0,2,117,0,1,6,1,0
43,65,1,3,3,1,33,0,0,6,115,0,2,3,1,0
43,66,1,2,6,4,28,0,1,3,177,0,4,11,1,0
43,67,1,1,5,6,36,0,1,5,166,3,8,2,1,0
43,68,1,1,2,2,19,0,0,4,148,0,2,6,1,0
43,69,0,0,0,1,14,0,1,2,98,2,3,3,0,0
43,70,0,1,0,1,1,0,0,0,8,0,0,0,0,0
43,71,1,1,8,5,27,0,1,10,140,1,6,5,2,0
43,72,0,4,5,1,93,4,1,21,75,2,1,2,1,0
43,73,0,12,13,3,115,2,2,94,82,0,5,6,0,1
43,74,0,9,8,3,111,4,3,21,72,0,3,3,0,0
43,75,1,4,14,4,108,1,1,49,124,1,6,8,0,1
43,76,0,3,2,3,18,1,0,6,183,0,3,12,0,0
43,77,1,4,3,0,33,2,2,3,123,0,0,10,0,0
43,78,3,1,7,2,53,2,0,8,119,1,2,0,0,0
43,79,1,0,1,1,17,0,0,2,71,0,0,5,0,0
43,80,0,4,3,5,68,3,3,20,60,1,4,1,0,0
43,81,0,8,7,0,73,0,0,22,74,0,2,5,1,0
43,82,0,5,8,2,95,4,2,40,74,0,1,8,0,0
43,83,1,2,4,1,52,0,1,3,83,0,3,8,0,0
43,84,0,1,3,0,10,0,0,1,178,1,2,7,0,0
43,85,0,2,3,2,11,0,0,2,219,0,0,14,0,0
43,86,0,4,2,2,76,2,2,20,13,0,1,4,1,0
43,87,0,8,4,4,141,3,0,34,71,0,5,4,0,0
44,1,2,8,0,4,7,0,1,13,37,1,0,95,0,1
44,2,0,1,4,0,1,0,2,3,52,0,1,93,0,1
44,3,4,3,10,0,6,1,1,1,57,0,2,122,2,0
44,4,2,9,0,1,12,0,2,7,56,0,1,93,0,0
44,5,3,4,0,1,25,0,1,23,19,0,2,23,1,0
44,6,4,17,14,2,58,3,2,26,58,0,3,24,0,0
44,7,6,8,10,5,71,2,2,49,51,1,4,13,0,0
44,8,3,6,16,1,59,0,1,41,19,0,0,9,0,0
44,9,3,6,7,3,95,1,0,47,46,0,6,8,1,0
44,10,15,26,8,4,61,0,1,22,50,1,3,41,3,0
44,11,1,2,2,1,3,0,0,7,9,0,2,32,1,0
44,12,0,2,2,0,20,0,0,24,4,0,0,3,0,0
44,13,0,2,2,2,3,0,0,0,28,0,1,75,0,0
44,14,16,14,7,5,52,1,4,26,40,0,0,29,1,1
44,15,3,5,28,0,86,1,1,59,30,0,5,25,0,0
44,16,5,9,11,5,58,1,4,26,40,0,3,31,3,0
44,17,3,5,6,2,67,1,2,41,37,1,4,19,0,0
44,18,0,7,21,2,97,2,7,76,47,1,3,14,0,1
44,19,10,25,13,6,44,1,2,26,89,1,1,32,0,0
44,20,7,13,5,0,57,0,1,14,45,0,5,20,1,1
44,21,0,0,0,0,0,0,0,0,6,0,0,22,0,0
44,22,0,0,0,0,1,0,0,1,2,0,0,1,0,0
44,23,2,11,2,0,15,0,1,5,60,0,1,41,0,1
44,24,1,1,8,1,3,0,0,6,40,0,0,40,0,1
44,25,3,3,17,2,24,0,0,24,59,0,2,39,1,1
44,26,0,6,17,1,34,1,1,21,60,0,2,24,0,1
44,27,1,8,8,1,31,0,1,16,62,0,0,19,0,2
44,28,0,9,9,1,43,0,0,16,31,0,3,18,1,0
44,29,1,8,14,1,40,0,4,21,33,1,1,13,1,0
44,30,6,7,17,1,40,0,4,28,51,0,0,28,0,0
44,31,0,5,28,3,73,2,1,101,59,0,3,19,0,0
44,32,0,1,5,1,9,0,0,19,11,0,0,2,0,0
44,33,1,3,17,6,138,1,0,52,29,0,0,17,0,0
44,34,6,7,16,3,45,0,0,20,48,0,3,11,0,0
44,35,1,9,20,0,103,2,1,66,40,0,3,8,0,0
44,36,2,10,18,1,122,0,0,73,46,0,3,11,1,0
44,37,1,1,10,2,41,1,1,31,14,0,1,4,0,0
44,38,0,7,18,1,145,5,1,113,30,0,4,7,0,0
44,39,3,8,8,0,54,3,2,34,45,0,4,4,0,0
44,40,0,1,0,0,11,0,0,5,11,0,1,2,0,0
44,41,1,2,3,0,14,0,0,9,35,0,1,9,0,0
44,42,2,7,9,2,71,2,0,26,41,1,1,29,1,2
44,43,1,5,12,0,68,0,2,46,78,0,3,26,0,0
44,44,7,8,10,2,52,2,2,32,38,0,2,5,0,0
44,45,1,3,10,1,89,0,1,51,19,0,0,6,1,1
44,46,0,10,6,1,63,0,2,38,18,0,4,4,0,0
44,47,1,2,4,0,31,0,0,9,8,0,2,1,0,0
44,48,0,3,10,3,69,1,0,70,37,0,1,7,0,0
44,49,4,5,15,4,101,2,1,72,42,0,5,12,0,0
44,50,0,5,9,5,146,1,2,118,43,1,2,14,0,1
44,51,3,8,27,1,160,0,2,134,49,0,4,28,1,1
44,52,0,12,30,0,150,1,0,144,57,0,2,18,0,0
44,53,0,9,25,2,148,2,1,140,30,0,2,15,2,0
44,54,0,10,25,2,118,2,2,89,38,0,3,10,0,0
44,55,1,7,14,1,109,1,3,153,15,0,2,12,0,0
44,56,1,4,13,5,120,3,1,125,37,0,2,18,0,0
44,57,0,4,25,3,136,0,2,211,34,0,2,14,0,1
44,58,0,6,23,7,74,0,2,196,29,0,2,18,0,0
44,59,0,7,21,4,132,0,2,160,40,1,0,16,0,1
44,60,3,7,12,3,75,6,1,129,30,0,8,49,0,0
44,61,1,6,7,0,68,1,1,72,14,0,2,8,0,0
44,62,0,3,12,5,89,0,0,97,22,0,1,13,1,1
44,63,0,7,6,3,143,1,2,91,21,0,5,15,0,0
44,64,0,1,6,1,47,1,1,53,19,0,1,10,0,0
44,65,0,6,22,1,123,1,1,93,29,0,2,14,0,0
44,66,0,4,13,0,109,0,1,92,23,0,2,20,1,0
44,67,0,1,4,0,10,0,1,1,62,0,1,46,1,0
44,68,0,6,17,3,141,0,1,154,29,0,5,21,1,0
44,69,0,4,12,3,96,0,1,102,15,0,5,17,0,0
44,70,0,11,21,1,95,1,1,120,18,0,2,10,0,0
44,71,0,5,16,1,131,2,2,182,23,0,3,9,0,0
44,72,0,9,16,7,132,2,5,167,24,0,7,14,2,0
44,73,0,8,19,5,125,3,2,186,25,0,3,14,0,0
44,74,0,9,20,2,141,5,1,153,29,0,8,15,0,1
44,75,0,6,23,6,137,3,3,175,27,0,4,15,0,0
44,76,0,13,21,3,154,2,1,143,32,0,2,24,1,0
44,77,0,4,26,1,136,0,2,156,30,0,3,15,0,1
44,78,0,9,21,7,145,1,3,257,40,0,3,22,0,0
44,79,0,4,16,5,118,1,2,177,31,1,5,27,0,0
44,80,1,6,13,4,85,1,2,173,26,0,4,13,0,0
44,81,1,5,2,3,18,0,1,10,51,0,1,43,0,0
44,82,0,4,6,1,86,1,0,46,41,0,2,10,0,0
44,83,0,8,21,3,128,3,1,133,19,0,7,15,0,2
44,84,0,3,12,2,72,0,1,101,18,0,3,5,0,1
44,85,3,2,0,0,3,0,0,3,40,0,1,65,0,0
44,86,3,13,14,2,60,2,0,38,11,1,3,25,0,1
44,87,2,6,8,0,58,2,3,25,39,0,0,21,0,0
44,88,3,4,19,3,62,2,2,51,44,0,1,33,0,0
44,89,5,4,8,4,92,1,1,58,27,0,4,27,1,0
44,90,0,1,12,2,43,0,2,30,45,0,2,4,0,0
44,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,0,2,10,0,10,0,1,9,110,0,3,52,0,0
45,2,3,3,6,2,12,0,1,22,111,0,2,32,0,1
45,3,0,0,5,1,9,0,0,18,125,0,2,25,0,0
45,4,0,3,9,2,13,1,0,17,65,0,1,26,0,1
45,5,5,3,4,1,10,1,1,18,98,0,0,26,1,0
45,6,1,2,4,1,5,0,2,7,107,0,0,27,0,0
45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8,1,1,4,2,3,0,0,7,45,0,2,14,0,0
45,9,1,0,2,0,5,1,0,4,80,1,2,13,0,0
45,10,0,1,3,0,5,0,0,1,31,0,0,17,0,1
45,11,0,5,6,0,7,2,0,9,39,0,4,24,0,0
45,12,1,1,8,1,4,0,1,18,15,0,1,10,0,0
45,13,2,1,4,1,10,1,0,18,60,0,1,30,0,1
45,14,0,2,5,1,0,0,1,14,31,0,1,12,0,0
45,15,0,1,0,0,0,0,0,0,26,0,0,6,0,0
45,16,4,1,8,2,2,1,1,4,73,0,2,14,0,0
45,17,0,1,1,0,1,0,0,2,41,1,1,10,0,0
45,18,0,0,0,0,2,0,0,1,3,0,0,8,0,1
45,19,1,1,5,1,5,1,0,16,46,0,0,15,0,0
45,20,1,0,3,2,2,0,0,3,62,0,0,13,0,0
45,21,0,0,0,0,0,0,0,9,55,0,1,13,0,0
45,22,1,0,1,0,3,0,0,11,30,0,0,1,0,0
45,23,1,1,3,1,5,0,1,6,20,0,2,13,0,1
45,24,1,2,1,1,5,1,1,14,24,0,0,19,0,3
45,25,3,4,0,0,3,1,0,6,6,0,0,20,0,0
45,26,4,4,1,1,4,0,1,6,15,0,1,33,0,0
45,27,0,1,2,0,13,0,1,8,14,0,1,39,1,1
45,28,1,2,2,0,7,1,2,6,12,0,1,40,1,0
45,29,0,1,2,0,4,0,0,6,17,1,1,13,0,1
45,30,0,1,4,1,7,0,1,15,22,1,1,30,0,1
45,31,1,0,8,1,7,0,0,4,29,1,0,15,0,0
45,32,1,0,3,3,4,1,0,6,45,0,0,5,0,1
45,33,1,3,5,1,13,0,4,12,20,0,5,33,0,0
45,34,1,2,2,0,7,0,3,11,11,0,2,33,0,0
45,35,0,4,5,0,3,0,0,5,23,0,4,19,0,1
45,36,2,1,4,2,4,0,0,10,29,0,2,9,0,0
45,37,0,0,3,1,5,1,2,12,4,0,0,8,0,0
45,38,0,0,4,1,9,0,0,8,11,0,0,27,2,0
45,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0
