ad,ed,foldenauer,morales,stringer,mcguire,wiley,prince,chang,garcia,adams,wright jr,donovan,yang,taylor,writein
57,85,1,4,6,5,100,1,1,34,105,2,9,9,0,0
57,86,0,3,4,6,52,1,2,13,74,0,1,7,1,0
57,87,2,8,11,4,132,3,0,40,129,0,8,4,0,0
57,88,1,4,5,0,86,1,1,15,81,1,2,7,1,0
57,89,1,4,7,3,68,0,1,24,106,0,6,4,0,0
57,90,4,8,9,7,82,0,1,4,289,1,8,13,2,0
57,91,0,1,4,1,37,0,2,4,161,0,3,5,1,0
57,92,1,11,12,5,115,3,1,35,114,0,6,4,0,0
57,93,0,7,7,2,94,2,1,15,96,1,2,4,0,0
57,94,0,4,2,3,63,1,1,10,12,0,0,20,1,1
57,95,3,6,10,1,89,0,0,50,29,0,1,9,1,0
57,96,0,6,10,0,87,0,2,25,74,0,2,5,2,0
57,97,1,6,6,1,16,0,0,1,49,1,2,2,0,0
57,98,1,3,0,1,7,0,0,3,84,0,3,17,1,0
57,99,1,3,4,5,144,0,1,35,54,1,0,10,2,0
57,100,0,4,7,2,83,2,3,27,51,0,3,11,2,0
57,101,1,4,7,3,124,1,1,20,79,2,3,11,3,0
57,102,0,6,6,1,122,1,1,35,27,0,1,8,2,0
57,103,0,9,8,4,163,4,1,77,54,0,3,7,1,0
57,104,3,9,12,1,245,4,2,78,68,0,2,17,1,0
57,105,0,8,5,3,137,2,0,40,56,0,2,10,0,0
57,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,0,3,4,2,30,0,0,6,131,1,2,4,1,0
58,2,0,2,2,3,32,1,0,1,154,1,0,3,0,0
58,3,0,3,1,3,20,0,0,3,128,0,1,4,0,0
58,4,1,1,7,4,26,0,0,2,130,0,1,7,0,0
58,5,2,2,3,4,28,0,0,1,122,0,1,1,0,0
58,6,1,1,4,2,14,0,0,2,93,0,1,3,0,0
58,7,1,4,6,1,13,0,0,1,103,0,1,0,1,0
58,8,0,1,4,5,18,0,1,5,147,0,5,10,0,0
58,9,0,0,1,3,20,0,0,0,113,1,4,7,0,0
58,10,0,4,1,2,24,1,0,1,105,1,4,1,1,0
58,11,5,1,1,1,21,0,0,1,107,0,1,5,0,0
58,12,1,1,4,5,48,0,0,3,149,1,5,4,2,0
58,13,4,2,6,5,31,0,1,3,143,1,4,4,0,0
58,14,2,0,1,3,26,1,0,1,110,0,0,4,0,0
58,15,1,2,8,4,21,0,0,3,123,0,3,4,2,0
58,16,0,3,5,3,30,0,1,2,101,1,1,5,1,0
58,17,0,2,0,4,26,0,0,5,82,0,1,4,0,0
58,18,0,2,3,1,25,2,0,3,113,2,3,3,1,0
58,19,0,0,1,3,23,0,0,3,101,1,0,5,0,0
58,20,1,3,8,3,33,1,0,4,144,0,3,11,0,0
58,21,2,0,0,2,20,0,0,9,134,0,1,13,0,0
58,22,0,3,8,4,42,0,0,5,121,0,1,6,0,0
58,23,1,2,2,0,20,0,1,1,104,0,4,5,0,0
58,24,0,0,2,0,27,0,0,3,124,1,6,4,0,1
58,25,1,2,5,3,44,0,2,5,172,2,2,9,1,1
58,26,0,2,12,7,39,0,0,4,132,1,5,8,2,0
58,27,0,1,12,5,40,0,0,1,163,1,5,9,0,0
58,28,0,1,12,2,25,0,0,6,130,0,4,7,0,0
58,29,1,0,4,4,25,0,1,2,131,1,5,5,0,1
58,30,3,3,10,3,46,1,1,3,177,4,4,3,1,0
58,31,0,0,6,4,29,1,0,0,150,0,1,7,1,0
58,32,0,5,2,2,30,0,1,4,185,1,5,4,1,0
58,33,1,2,1,4,28,0,0,0,129,0,0,4,1,0
58,34,2,1,2,5,31,1,2,5,152,1,2,7,0,0
58,35,0,2,2,3,39,0,0,3,172,0,4,4,0,0
58,36,1,0,0,2,17,0,0,0,100,0,2,3,1,0
58,37,0,2,5,3,27,0,1,1,147,0,1,3,2,0
58,38,3,0,7,3,24,1,0,4,147,1,0,6,0,0
58,39,0,0,7,3,26,0,0,4,164,1,1,4,2,0
58,40,0,2,6,1,20,0,0,1,92,0,0,2,0,0
58,41,1,1,1,1,33,0,0,1,146,4,3,3,0,0
58,42,0,0,2,2,12,0,0,4,78,0,1,2,0,0
58,43,0,3,5,1,24,0,1,1,151,0,4,7,1,0
58,44,0,0,0,2,13,0,0,0,86,1,2,1,0,0
58,45,0,1,4,3,23,0,1,5,126,0,2,2,0,0
58,46,0,1,5,2,33,0,0,6,135,0,0,1,0,0
58,47,1,0,2,0,25,0,0,0,134,0,2,2,0,0
58,48,0,1,5,3,27,0,0,0,111,0,1,5,0,0
58,49,1,0,5,2,16,0,0,3,140,0,6,4,2,0
58,50,0,2,6,5,32,1,0,4,124,1,4,5,0,0
58,51,0,1,5,1,16,0,0,2,105,1,3,4,0,0
58,52,0,2,0,4,28,0,0,4,135,0,0,1,0,0
58,53,0,0,1,0,3,0,0,1,38,0,0,0,0,0
58,54,0,1,3,4,21,0,1,2,111,0,3,6,0,0
58,55,0,1,3,4,16,0,0,6,152,0,2,6,0,0
58,56,0,0,2,1,12,0,1,0,62,0,1,1,0,0
58,57,0,0,5,0,28,0,0,3,133,0,5,6,1,0
58,58,1,1,0,3,19,0,0,1,70,1,0,2,1,0
58,59,2,1,6,4,19,1,0,4,106,0,2,11,0,1
58,60,0,1,14,4,46,0,0,4,170,0,4,2,0,0
58,61,5,1,11,4,37,0,0,4,156,2,0,6,1,0
58,62,1,1,3,2,28,0,0,4,195,1,2,9,0,0
58,63,0,1,1,3,18,0,0,4,98,0,1,5,0,0
58,64,0,2,8,1,24,0,0,5,84,1,3,2,0,0
58,65,0,1,3,3,20,0,0,5,123,2,2,5,0,0
58,66,0,0,4,3,24,0,0,2,126,3,2,7,0,0
58,67,3,1,5,5,29,1,1,2,218,0,6,5,0,0
58,68,3,2,8,6,23,0,0,5,170,1,2,6,2,0
58,69,0,0,2,4,4,0,0,0,40,0,0,1,0,0
58,70,0,2,10,8,13,0,2,4,129,0,1,9,1,0
58,71,0,1,1,4,18,0,0,3,111,0,0,9,1,0
58,72,1,0,2,1,19,0,0,3,75,1,3,1,0,0
58,73,0,3,2,3,8,0,0,2,47,1,2,2,1,0
58,74,0,3,4,1,28,1,0,3,154,0,5,3,0,0
58,75,1,0,5,1,26,1,0,3,119,1,3,6,0,0
58,76,2,4,5,3,35,0,0,5,144,0,0,4,0,0
58,77,0,3,8,5,38,0,1,3,169,0,3,7,1,0
58,78,0,2,7,2,41,0,0,13,162,2,3,5,2,0
58,79,0,3,11,1,31,0,1,2,144,1,1,8,1,1
58,80,0,5,2,4,25,0,0,2,138,1,2,5,0,0
58,81,0,2,3,0,21,0,0,3,89,0,3,7,0,0
58,82,1,4,9,2,26,0,0,4,97,1,4,3,0,0
58,83,0,4,5,3,36,0,0,8,110,0,12,5,0,0
58,84,0,1,4,2,22,1,2,2,140,2,2,5,1,0
58,85,0,0,3,2,7,0,0,0,112,0,2,4,1,0
58,86,0,0,5,2,21,0,0,2,151,0,5,1,0,0
59,1,1,0,4,2,21,0,0,1,95,0,3,1,0,0
59,2,2,1,1,1,8,0,0,2,61,0,1,3,0,0
59,3,0,0,4,1,11,0,0,2,63,2,0,1,0,0
59,4,3,1,1,2,20,0,0,3,108,1,2,0,1,0
59,5,1,4,1,6,29,0,0,3,146,0,2,11,2,0
59,6,4,1,5,4,42,0,0,3,209,0,5,4,2,0
59,7,0,0,2,3,26,0,1,4,117,2,1,3,0,0
59,8,0,2,1,0,22,0,0,4,141,2,3,7,1,0
59,9,0,2,0,0,0,0,0,1,4,0,1,0,0,0
59,10,0,3,4,3,26,0,0,6,112,3,5,7,1,0
59,11,0,0,5,3,21,0,0,1,99,0,1,9,1,0
59,12,1,0,6,2,24,1,0,2,145,2,3,9,0,0
59,13,1,1,8,3,31,1,0,6,153,1,0,6,2,0
59,14,3,0,5,0,36,1,1,5,170,2,5,7,0,0
59,15,2,3,3,3,22,0,0,2,139,0,4,12,1,0
59,16,0,3,3,2,28,0,0,8,165,1,3,8,0,1
59,17,1,3,1,1,30,0,1,8,171,1,4,16,0,0
59,18,4,3,7,3,43,0,0,8,150,2,4,7,0,0
59,19,0,3,2,1,14,0,0,1,42,0,1,6,0,0
59,20,1,3,5,3,26,0,0,9,134,1,3,5,1,0
59,21,6,4,8,2,28,0,0,1,145,1,6,8,0,0
59,22,3,6,9,4,42,0,0,3,162,1,3,11,0,1
59,23,1,0,5,0,18,0,1,7,89,1,4,7,0,0
59,24,1,7,8,4,25,0,1,6,133,2,5,9,0,0
59,25,1,3,3,1,24,0,0,1,152,1,0,9,3,0
59,26,0,3,4,2,32,0,1,8,185,0,3,12,1,1
59,27,0,1,14,7,33,0,0,7,148,0,7,13,0,1
59,28,0,5,8,3,22,0,0,11,134,1,2,11,0,0
59,29,1,4,8,4,22,0,0,12,81,0,4,9,0,0
59,30,1,2,4,2,17,0,0,16,90,0,2,6,0,0
59,31,0,3,9,2,28,1,0,16,118,0,3,23,0,1
59,32,0,0,12,1,19,0,0,8,82,0,0,5,0,0
59,33,0,2,8,4,10,1,1,37,54,0,2,19,0,0
59,34,1,2,11,3,7,0,2,24,42,0,5,24,0,0
59,35,1,1,13,7,22,0,2,57,48,0,7,29,0,0
59,36,0,2,12,2,11,3,0,44,43,0,5,27,0,3
59,37,0,2,18,4,14,2,3,32,27,0,6,34,0,1
59,38,1,0,18,3,14,3,1,58,55,0,6,32,0,4
59,39,0,3,6,3,16,1,0,29,28,0,3,28,1,0
59,40,0,4,9,2,12,0,1,29,26,1,3,29,0,0
59,41,1,6,4,4,16,0,0,4,130,0,5,8,1,0
59,42,0,0,1,0,3,0,0,7,7,0,1,12,0,0
59,43,0,0,4,2,3,0,0,10,7,0,1,5,0,0
59,44,1,1,6,1,14,2,1,23,26,0,3,27,0,0
59,45,0,0,8,2,7,2,0,15,24,0,4,20,1,2
59,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,47,2,1,7,1,25,0,0,7,126,1,3,11,0,0
59,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,49,3,2,2,0,14,0,0,4,86,1,3,2,0,0
59,50,0,1,8,3,18,0,2,9,77,0,0,13,1,0
59,51,0,4,8,1,18,0,0,35,69,1,3,15,0,1
59,52,0,1,19,1,3,0,0,20,32,0,0,13,0,0
59,53,0,2,5,2,6,0,0,5,35,0,0,16,0,1
59,54,0,0,17,1,8,0,0,17,34,0,2,25,0,1
59,55,0,0,8,0,6,0,0,17,31,0,1,11,0,1
59,56,1,2,8,1,28,1,1,8,94,0,1,9,2,0
59,57,1,3,10,2,22,0,0,12,80,0,10,20,0,0
59,58,2,1,7,3,10,0,0,9,72,0,3,17,0,0
59,59,0,0,13,5,7,0,0,25,45,0,0,14,0,1
59,60,0,0,15,3,8,0,3,10,19,0,3,15,0,0
59,61,0,0,13,1,1,0,0,24,29,0,1,20,0,0
59,62,0,0,7,2,6,0,2,12,21,0,0,7,0,1
59,63,1,1,1,1,7,0,0,2,90,1,3,5,0,0
59,64,2,2,3,7,39,0,0,10,153,0,4,9,0,0
59,65,0,3,1,2,32,1,0,2,132,3,3,11,0,0
59,66,1,1,12,2,28,0,0,5,150,0,2,6,0,0
59,67,0,1,4,4,29,0,0,3,148,0,4,5,0,0
59,68,0,3,2,2,14,0,0,6,102,1,2,6,0,0
59,69,1,1,8,4,26,1,0,2,148,1,2,4,1,0
59,70,3,2,4,4,26,0,0,5,145,0,1,7,0,0
59,71,0,0,10,1,39,1,0,3,157,0,2,7,0,0
59,72,1,2,4,4,34,3,0,3,136,0,3,8,0,0
59,73,1,1,1,1,42,1,0,2,176,0,2,1,0,0
59,74,1,5,3,3,27,0,0,4,162,1,3,12,0,0
59,75,1,3,9,3,22,0,0,3,121,0,2,10,2,0
59,76,0,2,7,5,21,0,0,5,156,0,4,5,0,0
59,77,2,0,3,3,10,0,0,3,85,1,1,1,0,0
59,78,0,0,1,1,20,0,0,1,75,0,2,9,0,0
59,79,0,0,5,1,22,0,0,6,111,0,4,9,1,0
59,80,0,1,11,2,16,0,1,10,103,0,3,8,0,0
59,81,1,2,7,2,24,0,1,1,124,0,2,1,1,0
59,82,0,2,4,2,12,0,0,4,91,0,2,4,0,0
59,83,1,0,14,3,24,1,1,21,49,1,2,7,1,0
59,84,1,1,4,4,29,0,0,3,144,0,0,6,1,0
59,85,0,2,4,1,27,0,0,3,137,1,4,14,0,0
59,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,1,5,1,1,4,0,1,4,86,3,0,4,0,1
60,2,1,1,2,5,22,1,0,0,92,0,2,7,0,0
60,3,1,3,0,5,19,0,0,9,120,1,4,4,1,1
60,4,0,3,5,1,18,1,2,1,62,1,5,4,1,0
60,5,3,5,4,2,18,0,0,2,126,1,1,8,0,0
60,6,3,0,0,0,3,0,0,0,17,0,0,1,0,0
60,7,0,1,7,4,25,0,0,4,157,1,1,5,0,0
60,8,1,5,5,0,21,0,0,5,136,2,2,3,0,0
60,9,3,4,4,0,21,0,2,2,139,0,5,7,1,0
60,10,2,1,0,2,11,0,0,1,58,0,1,2,0,0
60,11,0,0,0,1,3,0,0,0,5,0,0,0,0,0
60,12,0,1,2,6,11,0,0,2,54,0,0,2,0,0
60,13,3,0,7,8,21,1,2,1,162,0,5,14,0,1
60,14,1,5,8,2,23,0,0,3,127,1,4,2,2,1
60,15,4,2,1,1,20,0,0,4,78,1,1,3,1,0
60,16,4,4,0,0,9,0,0,7,46,0,1,2,1,0
60,17,4,3,5,3,29,0,0,4,156,1,5,12,0,0
60,18,2,4,0,2,8,0,1,3,48,0,1,3,0,0
60,19,1,2,1,2,5,0,0,3,30,2,0,2,0,0
60,20,2,1,0,0,1,0,0,0,17,0,0,2,0,0
60,21,0,2,1,0,11,0,0,2,40,0,0,3,0,0
60,22,3,2,4,3,7,0,0,4,74,0,2,2,1,0
60,23,3,4,1,0,5,1,0,0,7,0,0,1,0,0
60,24,2,5,2,5,15,0,0,3,57,0,0,2,0,1
60,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,26,4,5,9,4,27,0,2,1,182,1,3,6,1,0
60,27,2,5,3,11,29,0,1,3,147,1,2,2,0,0
60,28,5,3,4,1,33,0,1,2,192,3,1,7,0,0
60,29,2,3,6,1,20,0,0,5,67,1,0,3,1,0
60,30,1,0,1,2,9,0,0,2,75,1,2,6,1,0
60,31,1,3,0,0,10,0,1,3,75,2,1,8,1,1
60,32,1,0,5,6,20,1,2,3,89,2,2,4,3,0
60,33,2,3,5,3,29,0,0,7,112,1,1,9,0,0
60,34,3,1,2,4,26,0,0,6,105,0,2,7,0,0
60,35,1,2,2,1,10,1,1,1,64,1,3,5,0,1
60,36,1,4,5,5,19,0,1,1,113,2,0,4,2,0
60,37,1,3,2,2,21,0,0,2,94,0,1,3,0,0
60,38,4,2,6,1,15,0,0,1,116,0,1,4,0,1
60,39,1,1,1,4,14,0,0,0,89,1,0,7,0,0
60,40,1,4,4,2,9,1,0,4,101,1,0,7,1,0
60,41,0,8,4,6,18,0,0,5,129,0,8,8,0,0
60,42,2,1,3,1,19,0,0,2,73,1,1,3,0,0
60,43,0,1,1,1,14,1,0,2,70,2,1,2,0,0
60,44,0,1,3,3,14,0,1,2,93,0,4,4,0,0
60,45,1,1,9,5,27,0,1,5,135,0,4,6,1,0
60,46,0,2,7,4,19,0,0,3,120,0,3,12,0,0
60,47,3,2,4,2,24,1,0,1,126,1,1,0,1,0
60,48,1,2,0,2,10,1,0,0,53,1,0,5,0,0
60,49,0,0,3,1,11,0,0,4,115,0,6,4,0,0
60,50,1,0,0,0,7,0,0,0,49,1,0,3,1,1
60,51,1,1,6,6,23,0,0,5,180,0,5,7,1,1
60,52,3,0,3,2,18,0,0,1,111,0,1,4,0,0
60,53,0,3,9,2,19,0,0,6,114,1,2,3,0,0
60,54,1,5,4,7,16,0,0,1,105,1,2,1,3,1
60,55,0,1,16,4,15,0,0,0,101,0,4,4,1,0
60,56,0,3,5,4,33,0,0,3,111,2,2,8,0,0
60,57,0,2,8,1,23,0,0,1,136,0,0,3,2,0
60,58,3,3,1,1,11,0,2,2,90,0,6,4,3,1
60,59,0,2,2,5,11,1,0,1,83,0,0,5,4,0
60,60,3,5,2,1,11,1,1,2,70,2,0,4,2,0
60,61,4,2,3,1,28,0,1,5,113,0,3,3,0,0
60,62,4,3,7,2,23,0,2,6,139,1,3,10,2,0
60,63,1,3,9,7,23,0,0,4,171,2,2,6,0,0
60,64,4,5,6,5,14,1,0,2,122,3,1,2,1,0
60,65,2,4,4,2,26,0,0,5,134,1,4,4,3,0
60,66,5,2,4,5,13,0,1,3,96,0,2,11,0,0
60,67,0,0,1,2,13,0,2,0,64,0,1,1,0,0
60,68,0,2,1,1,6,0,0,1,64,0,0,1,1,0
60,69,0,0,0,0,7,0,0,0,32,0,1,2,0,0
60,70,1,1,0,2,10,0,0,0,54,1,0,1,0,0
60,71,0,2,0,2,9,0,0,2,85,2,0,3,1,0
60,72,2,2,0,4,6,0,0,2,92,1,3,7,0,0
60,73,2,2,3,3,10,0,1,0,86,0,6,12,0,0
60,74,0,5,8,3,18,0,1,7,171,1,4,12,1,0
60,75,1,2,12,2,33,0,2,5,176,0,1,12,1,1
60,76,0,2,7,2,16,0,0,3,89,1,1,11,0,0
60,77,2,2,8,4,27,0,0,7,102,0,3,11,0,0
60,78,0,3,5,1,27,0,1,11,157,0,1,8,0,1
60,79,1,1,3,7,22,1,1,3,111,0,2,8,1,0
60,80,3,1,2,3,14,0,0,2,117,0,3,5,3,0
60,81,1,1,5,2,25,0,1,2,125,0,5,3,0,0
60,82,1,5,13,3,44,0,2,5,201,0,7,6,0,2
60,83,1,5,6,7,33,0,1,7,184,0,3,7,0,0
60,84,0,3,6,4,31,0,0,3,172,0,4,8,0,0
60,85,1,3,4,3,18,0,1,5,144,0,3,5,0,0
60,86,1,1,2,4,27,0,1,5,131,2,2,8,1,0
60,87,2,0,2,2,13,0,1,3,53,3,2,5,0,1
60,88,0,3,3,2,25,0,0,4,109,1,3,9,1,0
60,89,5,6,2,1,11,1,0,7,58,0,1,4,0,0
60,90,1,4,3,4,11,0,0,1,106,0,1,5,0,0
60,91,0,0,4,2,15,0,0,1,70,1,0,1,0,0
61,1,2,9,18,6,39,4,1,18,111,0,6,22,0,2
61,2,2,4,21,7,40,1,1,41,63,0,5,19,0,0
61,3,5,4,29,2,77,2,3,44,67,0,3,21,0,1
61,4,0,4,13,3,43,3,0,33,49,0,3,11,0,0
61,5,0,4,12,0,27,0,3,25,49,1,5,8,1,1
61,6,1,3,10,2,13,0,0,12,23,0,0,6,1,0
61,7,0,4,6,5,26,0,3,6,93,2,1,8,1,0
61,8,3,2,1,0,25,1,3,12,38,0,2,11,1,2
61,9,3,2,14,2,57,0,0,42,108,2,4,29,0,0
61,10,3,8,11,2,29,0,0,34,92,1,7,19,1,1
61,11,3,1,11,6,37,0,0,38,50,1,7,24,1,0
61,12,0,6,14,3,50,2,1,89,58,0,13,29,1,1
61,13,1,6,10,6,30,2,0,18,71,0,6,9,0,1
61,14,1,2,9,9,25,0,0,25,67,0,4,22,1,0
61,15,0,6,5,1,22,1,1,30,39,0,2,14,0,0
61,16,1,4,4,12,26,0,1,3,102,1,2,17,2,0
61,17,0,10,3,3,37,0,0,17,75,0,3,11,1,0
61,18,0,6,13,2,17,0,1,14,49,0,2,10,1,0
61,19,1,4,9,0,22,0,1,16,56,0,3,12,0,0
61,20,0,2,6,2,19,2,0,20,44,0,4,13,0,1
61,21,1,9,8,5,20,0,1,11,88,0,5,12,0,0
61,22,0,5,5,3,36,0,1,10,87,1,2,10,1,1
61,23,0,8,3,5,21,0,0,13,56,1,5,5,0,1
61,24,1,1,12,2,21,0,1,25,42,0,4,3,0,0
61,25,1,1,6,2,14,0,2,10,48,0,4,17,1,0
61,26,2,11,4,5,16,0,0,17,89,0,2,24,0,1
61,27,0,2,6,4,21,0,1,8,71,0,6,12,2,0
61,28,0,11,2,2,14,0,1,4,46,0,3,7,0,0
61,29,0,4,9,0,12,0,1,14,39,0,12,11,0,0
61,30,2,4,5,4,14,1,2,9,39,1,2,14,0,1
61,31,2,9,8,2,30,0,1,14,78,2,3,16,0,0
61,32,0,1,5,4,23,0,2,8,84,1,4,17,1,0
61,33,1,11,6,0,30,0,1,12,53,1,5,23,0,0
61,34,1,0,8,0,12,0,0,27,25,0,3,19,0,0
61,35,1,4,5,3,5,0,2,16,13,0,1,13,0,1
61,36,0,3,2,2,9,0,2,12,17,1,2,10,0,0
61,37,3,2,20,7,35,3,1,47,29,0,5,20,0,0
61,38,0,2,11,10,25,0,0,49,41,0,3,23,0,0
61,39,0,1,19,4,14,1,0,62,37,0,9,20,1,0
61,40,0,1,15,5,13,0,0,48,34,0,9,20,1,0
61,41,0,0,6,4,6,0,0,32,22,0,4,18,0,0
61,42,0,8,13,3,25,1,0,51,34,1,12,23,0,1
61,43,0,1,10,5,17,2,0,33,23,1,5,7,0,0
61,44,1,1,12,0,11,0,0,30,11,0,2,16,1,0
61,45,1,2,10,1,4,0,0,25,37,0,4,14,1,1
61,46,0,5,12,2,15,2,0,17,23,0,6,20,0,1
61,47,0,0,7,4,14,0,1,33,19,0,3,22,0,0
61,48,0,1,9,6,3,1,0,33,13,0,2,14,2,3
61,49,1,2,6,2,21,0,3,21,36,0,0,18,1,0
61,50,3,3,7,2,18,0,0,27,36,0,3,6,2,1
61,51,0,4,12,4,36,1,2,37,56,2,10,18,0,0
61,52,0,4,7,4,18,0,0,21,42,1,2,10,0,0
61,53,4,2,6,5,27,1,3,9,97,1,4,12,1,1
61,54,2,3,6,2,17,1,0,13,19,0,1,13,0,0
61,55,1,2,2,2,25,2,0,10,85,1,2,12,1,0
61,56,1,3,5,2,27,0,0,14,68,2,5,18,0,0
61,57,2,4,8,1,25,1,0,23,63,0,3,16,0,0
61,58,2,9,1,1,26,1,0,2,97,0,1,21,3,0
61,59,0,2,8,3,13,0,1,8,89,1,3,7,0,0
61,60,0,2,4,4,16,0,1,7,40,0,3,36,1,0
61,61,4,5,5,7,30,1,1,6,98,4,4,20,5,0
61,62,0,3,10,0,13,0,0,21,16,0,2,8,1,0
61,63,0,3,1,0,10,0,0,1,11,0,0,3,0,0
61,64,0,1,9,1,13,0,0,8,24,0,0,3,0,0
61,65,0,7,13,11,46,1,2,16,79,2,5,25,1,0
61,66,1,3,11,0,19,1,1,57,30,0,3,21,2,0
61,67,0,5,11,1,25,0,0,19,50,0,4,14,1,1
61,68,1,1,8,5,31,1,0,9,67,1,2,9,0,0
61,69,0,1,3,5,24,1,0,9,66,0,7,17,0,1
61,70,2,6,5,4,13,0,0,4,54,3,0,12,0,0
61,71,1,4,7,2,16,0,0,42,21,0,5,11,0,0
61,72,0,1,9,5,28,1,0,29,17,0,3,11,0,0
61,73,1,11,6,6,24,1,2,7,89,2,6,24,2,0
61,74,0,5,4,2,22,1,0,10,51,0,2,1,1,0
61,75,1,5,5,3,25,0,1,21,38,0,6,14,0,0
61,76,0,4,4,7,22,2,1,26,58,0,5,9,0,0
61,77,0,1,3,4,30,2,1,16,60,2,2,12,0,0
61,78,1,0,6,0,11,1,2,6,27,0,2,6,0,1
61,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,0,0,4,1,8,0,0,12,6,0,1,11,0,1
62,2,0,3,4,1,4,0,0,16,16,0,3,14,0,0
62,3,0,2,2,0,6,0,0,5,13,0,2,3,0,1
62,4,0,2,4,3,2,0,1,10,9,0,5,15,0,0
62,5,0,0,5,0,4,1,0,11,5,0,1,10,0,0
62,6,0,1,0,0,6,0,0,14,10,0,6,17,0,0
62,7,0,1,3,1,9,1,0,10,4,0,2,7,0,0
62,8,0,2,6,0,10,0,0,7,15,0,1,10,0,3
62,9,0,1,9,0,0,0,0,9,12,0,7,9,0,1
62,10,0,2,6,0,4,0,0,10,6,0,1,1,0,0
62,11,0,6,3,3,3,0,1,7,9,0,4,9,0,0
62,12,0,1,7,1,1,0,0,11,12,0,1,7,0,0
62,13,0,1,4,0,7,0,1,26,15,0,0,6,0,0
62,14,1,0,1,0,7,0,0,8,11,0,0,9,1,0
62,15,0,1,9,2,4,0,0,13,12,0,3,9,0,1
62,16,0,3,9,1,8,0,0,14,9,0,3,21,1,0
62,17,0,0,4,0,2,0,1,9,6,0,1,11,0,0
62,18,0,0,5,1,1,0,0,3,5,0,0,16,1,0
62,19,0,0,2,5,4,0,3,10,9,0,2,5,0,0
62,20,0,0,3,4,2,0,0,12,10,0,2,4,0,1
62,21,2,0,2,2,4,0,0,11,11,0,1,8,0,0
62,22,0,0,4,0,0,0,1,14,16,0,2,8,0,0
62,23,0,1,3,1,1,0,1,11,5,0,0,6,0,2
62,24,0,4,1,2,0,0,0,18,9,0,1,5,0,0
62,25,0,1,7,1,4,0,0,11,7,0,2,3,1,0
62,26,0,1,10,1,8,0,0,19,14,0,3,18,0,0
62,27,1,0,8,1,6,0,2,17,11,0,6,12,0,0
62,28,0,0,4,0,7,0,1,26,6,0,2,15,0,0
62,29,2,2,2,1,6,0,0,6,6,0,0,11,0,1
62,30,0,0,12,1,4,0,0,18,14,0,0,9,0,4
62,31,0,2,4,3,6,0,0,11,13,0,4,10,0,0
62,32,0,0,3,0,5,0,0,15,13,0,1,9,1,0
62,33,0,1,4,1,5,1,0,9,10,0,3,18,0,0
62,34,2,0,4,5,2,2,0,22,14,0,1,7,0,2
62,35,0,0,2,1,4,1,0,10,10,0,2,15,0,0
62,36,0,1,3,0,3,0,0,11,9,0,0,13,1,1
62,37,0,4,6,3,5,0,1,29,11,0,8,10,0,0
62,38,2,0,7,0,5,1,0,32,17,0,1,14,0,0
62,39,0,2,3,2,4,1,1,12,18,0,3,14,1,0
62,40,0,0,5,0,6,0,0,13,6,0,2,18,1,1
62,41,0,3,5,2,5,0,0,10,5,0,3,11,0,1
62,42,0,0,6,0,4,1,1,20,16,0,4,12,0,0
62,43,0,0,10,1,7,0,0,18,16,0,1,11,0,2
62,44,0,0,4,2,1,0,0,20,20,1,1,13,0,0
62,45,0,0,2,0,1,0,0,3,6,0,3,12,0,0
62,46,0,0,9,3,5,1,0,19,10,0,5,12,0,0
62,47,0,0,1,0,9,1,0,11,17,0,1,8,0,0
62,48,1,1,4,1,4,0,2,16,10,0,0,12,0,1
62,49,1,0,12,0,5,1,1,28,8,0,3,7,0,1
62,50,0,1,10,0,4,0,1,13,9,0,1,11,0,0
62,51,0,2,6,0,8,2,2,25,18,0,9,12,0,0
62,52,0,4,8,3,6,0,2,11,9,0,1,20,1,3
62,53,0,1,6,1,8,0,0,9,16,0,4,15,1,0
62,54,0,2,7,2,4,0,0,8,11,0,2,15,0,0
62,55,0,2,6,1,5,0,0,20,16,0,12,11,1,0
62,56,0,2,9,1,7,0,0,19,9,0,1,18,1,0
62,57,0,0,3,0,4,0,1,11,9,0,3,20,0,0
62,58,0,0,4,1,2,0,1,16,13,0,5,15,1,0
62,59,1,2,4,2,6,0,0,20,9,0,1,7,0,0
62,60,0,0,8,1,5,0,1,16,11,0,5,9,0,2
62,61,0,2,13,2,12,1,1,17,12,0,2,11,0,0
62,62,0,1,9,0,6,0,0,11,8,0,3,13,0,0
62,63,0,1,5,2,7,0,1,17,9,0,2,20,0,0
62,64,0,1,2,0,4,0,0,25,4,0,1,4,2,0
62,65,0,0,10,0,6,0,1,14,13,0,2,11,0,0
62,66,0,0,9,2,6,0,0,21,11,0,3,10,0,0
62,67,0,0,7,2,7,0,0,29,13,0,2,10,0,2
