ad,ed,silwa,mateo,writein_rep,foldenauer,morales,stringer,mcguire,wiley,prince,chang,garcia,adams,wright jr,donovan,yang,taylor,writein_dem
57,34,0,0,0,0,8,8,4,160,4,4,120,105,3,7,12,0,0
57,35,0,0,0,0,12,13,5,163,4,6,62,90,0,5,10,1,0
57,36,0,0,0,1,11,6,4,189,4,2,37,73,1,4,7,0,1
57,37,0,0,0,0,9,3,2,169,4,0,29,71,0,1,7,0,0
57,38,0,0,0,0,11,8,7,201,2,3,103,50,0,7,20,1,0
57,41,0,0,0,0,5,13,3,194,2,0,55,72,1,4,15,0,2
57,47,0,0,0,1,5,4,3,136,2,3,48,37,1,4,17,0,0
57,50,0,0,0,1,13,6,4,154,4,1,44,64,0,3,8,0,0
57,51,0,0,0,0,5,3,0,116,2,4,31,52,0,5,11,1,0
57,54,0,0,0,0,8,5,6,157,6,0,48,75,0,2,7,0,0
57,55,0,0,0,0,5,3,3,92,2,1,16,53,0,0,5,1,0
57,58,0,0,0,0,13,4,3,97,5,0,30,73,2,3,7,1,0
57,59,0,0,0,1,5,8,3,104,6,3,32,56,0,1,9,0,0
57,64,0,0,0,0,11,20,2,202,1,7,127,60,0,8,14,1,0
57,66,0,0,0,0,7,9,0,143,1,2,57,50,1,1,5,0,0
57,67,0,0,0,0,7,5,1,146,4,2,46,66,2,4,9,2,0
57,68,0,0,0,1,13,10,3,161,2,1,34,110,0,4,6,1,0
57,69,0,0,0,0,12,11,3,156,2,2,58,101,3,4,11,1,0
57,70,0,0,0,0,17,7,4,236,5,3,129,59,0,7,17,0,0
57,72,0,0,0,1,16,11,3,231,4,4,63,50,1,3,8,0,1
57,73,0,0,0,0,6,9,1,120,1,3,86,41,0,6,9,0,1
57,74,0,0,0,1,8,6,4,167,3,15,90,63,0,4,8,1,0
57,77,0,0,0,0,2,3,1,66,2,6,59,30,0,4,9,1,0
57,79,0,0,0,1,12,7,2,120,2,0,50,57,1,1,5,2,1
57,81,0,0,0,0,12,6,3,155,0,2,44,90,0,2,5,0,0
57,83,0,0,0,1,7,9,2,81,0,0,12,111,0,2,3,2,0
57,85,0,0,0,1,4,6,5,100,1,1,34,105,2,9,9,0,0
57,87,0,0,0,2,8,11,4,132,3,0,40,129,0,8,4,0,0
57,88,0,0,0,1,4,5,0,86,1,1,15,81,1,2,7,1,0
57,89,0,0,0,1,4,7,3,68,0,1,24,106,0,6,4,0,0
57,93,0,0,0,0,7,7,2,94,2,1,15,96,1,2,4,0,0
57,94,0,0,0,0,4,2,3,63,1,1,10,12,0,0,20,1,1
57,96,0,0,0,0,6,10,0,87,0,2,25,74,0,2,5,2,0
57,103,0,0,0,0,9,8,4,163,4,1,77,54,0,3,7,1,0
57,105,0,0,0,0,8,5,3,137,2,0,40,56,0,2,10,0,0
58,4,0,0,0,1,1,7,4,26,0,0,2,130,0,1,7,0,0
58,5,0,0,0,2,2,3,4,28,0,0,1,122,0,1,1,0,0
58,6,0,0,0,1,1,4,2,14,0,0,2,93,0,1,3,0,0
58,7,0,0,0,1,4,6,1,13,0,0,1,103,0,1,0,1,0
58,9,0,0,0,0,0,1,3,20,0,0,0,113,1,4,7,0,0
58,10,0,0,0,0,4,1,2,24,1,0,1,105,1,4,1,1,0
58,12,0,0,0,1,1,4,5,48,0,0,3,149,1,5,4,2,0
58,13,0,0,0,4,2,6,5,31,0,1,3,143,1,4,4,0,0
58,17,0,0,0,0,2,0,4,26,0,0,5,82,0,1,4,0,0
58,18,0,0,0,0,2,3,1,25,2,0,3,113,2,3,3,1,0
58,20,0,0,0,1,3,8,3,33,1,0,4,144,0,3,11,0,0
58,22,0,0,0,0,3,8,4,42,0,0,5,121,0,1,6,0,0
58,23,0,0,0,1,2,2,0,20,0,1,1,104,0,4,5,0,0
58,25,0,0,0,1,2,5,3,44,0,2,5,172,2,2,9,1,1
58,26,0,0,0,0,2,12,7,39,0,0,4,132,1,5,8,2,0
58,28,0,0,0,0,1,12,2,25,0,0,6,130,0,4,7,0,0
58,30,0,0,0,3,3,10,3,46,1,1,3,177,4,4,3,1,0
58,31,0,0,0,0,0,6,4,29,1,0,0,150,0,1,7,1,0
58,32,0,0,0,0,5,2,2,30,0,1,4,185,1,5,4,1,0
58,33,0,0,0,1,2,1,4,28,0,0,0,129,0,0,4,1,0
58,34,0,0,0,2,1,2,5,31,1,2,5,152,1,2,7,0,0
58,35,0,0,0,0,2,2,3,39,0,0,3,172,0,4,4,0,0
58,36,0,0,0,1,0,0,2,17,0,0,0,100,0,2,3,1,0
58,39,0,0,0,0,0,7,3,26,0,0,4,164,1,1,4,2,0
58,40,0,0,0,0,2,6,1,20,0,0,1,92,0,0,2,0,0
58,43,0,0,0,0,3,5,1,24,0,1,1,151,0,4,7,1,0
58,44,0,0,0,0,0,0,2,13,0,0,0,86,1,2,1,0,0
58,47,0,0,0,1,0,2,0,25,0,0,0,134,0,2,2,0,0
58,48,0,0,0,0,1,5,3,27,0,0,0,111,0,1,5,0,0
58,49,0,0,0,1,0,5,2,16,0,0,3,140,0,6,4,2,0
58,51,0,0,0,0,1,5,1,16,0,0,2,105,1,3,4,0,0
58,52,0,0,0,0,2,0,4,28,0,0,4,135,0,0,1,0,0
58,55,0,0,0,0,1,3,4,16,0,0,6,152,0,2,6,0,0
58,56,0,0,0,0,0,2,1,12,0,1,0,62,0,1,1,0,0
58,62,0,0,0,1,1,3,2,28,0,0,4,195,1,2,9,0,0
58,65,0,0,0,0,1,3,3,20,0,0,5,123,2,2,5,0,0
58,72,0,0,0,1,0,2,1,19,0,0,3,75,1,3,1,0,0
58,73,0,0,0,0,3,2,3,8,0,0,2,47,1,2,2,1,0
58,77,0,0,0,0,3,8,5,38,0,1,3,169,0,3,7,1,0
58,83,0,0,0,0,4,5,3,36,0,0,8,110,0,12,5,0,0
58,84,0,0,0,0,1,4,2,22,1,2,2,140,2,2,5,1,0
58,85,0,0,0,0,0,3,2,7,0,0,0,112,0,2,4,1,0
58,86,0,0,0,0,0,5,2,21,0,0,2,151,0,5,1,0,0
59,1,0,0,0,1,0,4,2,21,0,0,1,95,0,3,1,0,0
59,2,0,0,0,2,1,1,1,8,0,0,2,61,0,1,3,0,0
59,12,0,0,0,1,0,6,2,24,1,0,2,145,2,3,9,0,0
59,19,0,0,0,0,3,2,1,14,0,0,1,42,0,1,6,0,0
59,21,0,0,0,6,4,8,2,28,0,0,1,145,1,6,8,0,0
59,47,0,0,0,2,1,7,1,25,0,0,7,126,1,3,11,0,0
59,63,0,0,0,1,1,1,1,7,0,0,2,90,1,3,5,0,0
59,64,0,0,0,2,2,3,7,39,0,0,10,153,0,4,9,0,0
59,65,0,0,0,0,3,1,2,32,1,0,2,132,3,3,11,0,0
59,66,0,0,0,1,1,12,2,28,0,0,5,150,0,2,6,0,0
59,77,0,0,0,2,0,3,3,10,0,0,3,85,1,1,1,0,0
59,79,0,0,0,0,0,5,1,22,0,0,6,111,0,4,9,1,0
59,81,0,0,0,1,2,7,2,24,0,1,1,124,0,2,1,1,0
59,85,0,0,0,0,2,4,1,27,0,0,3,137,1,4,14,0,0
60,1,0,0,0,1,5,1,1,4,0,1,4,86,3,0,4,0,1
60,3,0,0,0,1,3,0,5,19,0,0,9,120,1,4,4,1,1
60,12,0,0,0,0,1,2,6,11,0,0,2,54,0,0,2,0,0
60,16,0,0,0,4,4,0,0,9,0,0,7,46,0,1,2,1,0
60,27,0,0,0,2,5,3,11,29,0,1,3,147,1,2,2,0,0
60,31,0,0,0,1,3,0,0,10,0,1,3,75,2,1,8,1,1
60,35,0,0,0,1,2,2,1,10,1,1,1,64,1,3,5,0,1
60,37,0,0,0,1,3,2,2,21,0,0,2,94,0,1,3,0,0
60,39,0,0,0,1,1,1,4,14,0,0,0,89,1,0,7,0,0
60,43,0,0,0,0,1,1,1,14,1,0,2,70,2,1,2,0,0
60,44,0,0,0,0,1,3,3,14,0,1,2,93,0,4,4,0,0
60,50,0,0,0,1,0,0,0,7,0,0,0,49,1,0,3,1,1
60,52,0,0,0,3,0,3,2,18,0,0,1,111,0,1,4,0,0
60,56,0,0,0,0,3,5,4,33,0,0,3,111,2,2,8,0,0
60,57,0,0,0,0,2,8,1,23,0,0,1,136,0,0,3,2,0
60,58,0,0,0,3,3,1,1,11,0,2,2,90,0,6,4,3,1
60,63,0,0,0,1,3,9,7,23,0,0,4,171,2,2,6,0,0
60,65,0,0,0,2,4,4,2,26,0,0,5,134,1,4,4,3,0
60,67,0,0,0,0,0,1,2,13,0,2,0,64,0,1,1,0,0
60,70,0,0,0,1,1,0,2,10,0,0,0,54,1,0,1,0,0
60,71,0,0,0,0,2,0,2,9,0,0,2,85,2,0,3,1,0
60,73,0,0,0,2,2,3,3,10,0,1,0,86,0,6,12,0,0
60,77,0,0,0,2,2,8,4,27,0,0,7,102,0,3,11,0,0
60,79,0,0,0,1,1,3,7,22,1,1,3,111,0,2,8,1,0
60,81,0,0,0,1,1,5,2,25,0,1,2,125,0,5,3,0,0
60,83,0,0,0,1,5,6,7,33,0,1,7,184,0,3,7,0,0
60,85,0,0,0,1,3,4,3,18,0,1,5,144,0,3,5,0,0
60,89,0,0,0,5,6,2,1,11,1,0,7,58,0,1,4,0,0
60,90,0,0,0,1,4,3,4,11,0,0,1,106,0,1,5,0,0
61,8,0,0,0,3,2,1,0,25,1,3,12,38,0,2,11,1,2
65,3,0,0,0,0,0,4,6,15,1,1,52,12,0,1,16,0,0
65,40,0,0,0,3,12,14,2,18,0,0,5,41,0,8,34,0,1
65,67,0,0,0,0,2,2,2,16,1,2,10,2,0,1,12,1,0
65,72,0,0,0,0,5,7,1,33,3,1,37,20,0,2,36,0,0
65,75,0,0,0,1,4,3,2,76,3,3,28,21,0,2,33,0,0
65,99,0,0,0,2,4,5,3,38,0,1,21,14,0,2,8,0,0
66,14,0,0,0,0,7,9,4,36,0,0,45,8,0,6,3,0,0
66,19,0,0,0,0,8,16,7,66,0,3,104,31,0,2,28,0,0
66,20,0,0,0,1,8,10,4,45,1,0,62,13,0,3,9,0,0
66,27,0,0,0,0,2,9,2,69,3,0,41,15,0,2,9,0,0
66,37,0,0,0,0,7,4,3,78,1,1,67,12,1,4,17,0,0
66,48,0,0,0,0,1,12,18,35,0,1,95,30,0,3,30,0,0
66,104,0,0,0,0,0,3,5,15,0,0,26,6,0,1,6,0,0
66,105,0,0,0,0,1,9,5,27,0,1,97,20,0,2,25,1,0
67,4,0,0,0,1,2,17,4,46,2,1,46,18,0,6,23,0,2
67,85,0,0,0,0,2,12,5,37,0,0,71,12,0,2,15,0,0
68,2,0,0,0,2,8,11,4,28,2,2,29,64,2,3,29,0,0
68,26,0,0,0,2,7,5,10,20,0,0,16,48,1,2,13,0,1
68,27,0,0,0,2,6,8,8,18,0,0,22,43,1,2,14,1,0
68,34,0,0,0,3,9,10,7,44,3,1,14,66,2,4,10,2,0
68,45,0,0,0,2,10,3,1,13,0,0,5,24,1,1,0,1,0
68,59,0,0,0,4,5,1,3,18,1,0,2,66,0,5,9,0,0
68,62,0,0,0,2,9,4,6,38,0,0,13,48,1,5,5,1,0
68,68,0,0,0,0,9,3,3,20,1,1,6,34,0,4,9,1,0
68,69,0,0,0,4,13,11,6,19,0,1,8,54,2,2,11,1,0
68,70,0,0,0,1,6,3,2,14,0,2,3,29,0,3,5,0,0
68,75,0,0,0,1,10,8,3,33,1,2,24,24,0,2,6,0,0
68,78,0,0,0,3,18,9,6,74,0,2,20,35,1,2,15,2,0
68,81,0,0,0,0,0,1,6,25,0,0,16,14,0,0,3,1,0
68,83,0,0,0,1,7,8,9,54,0,0,19,92,0,2,8,3,0
68,84,0,0,0,2,1,4,2,13,2,0,1,54,0,2,3,0,0
68,90,0,0,0,2,11,8,7,16,0,1,11,62,0,5,10,0,0
68,92,0,0,0,3,5,8,2,14,0,0,6,49,1,1,13,1,0
68,98,0,0,0,1,4,8,1,17,0,0,13,31,2,6,4,0,0
68,108,0,0,0,1,2,6,4,15,0,0,3,40,1,2,8,0,0
68,113,0,0,0,3,1,0,0,8,0,1,7,24,0,2,5,1,0
68,114,0,0,0,0,6,0,2,15,0,1,2,27,2,2,5,0,0
68,115,0,0,0,3,7,2,2,7,0,0,2,31,0,2,9,0,0
69,8,0,0,0,0,0,8,8,13,1,0,41,11,0,0,4,0,0
69,13,0,0,0,0,5,8,9,38,0,0,69,16,0,3,14,0,2
69,55,0,0,0,2,10,19,4,51,2,1,65,50,0,6,21,0,0
69,56,0,0,0,2,5,5,0,14,0,0,5,49,1,4,20,0,0
69,58,0,0,0,2,5,6,3,62,0,0,57,31,0,4,17,0,0
69,61,0,0,0,0,0,41,10,61,0,0,177,20,0,5,17,0,0
69,66,0,0,0,0,9,8,4,27,0,0,36,21,0,5,6,0,0
69,67,0,0,0,4,7,14,4,50,0,2,33,40,0,6,15,1,0
69,89,0,0,0,1,6,17,8,17,0,1,4,107,2,3,12,1,0
69,94,0,0,0,0,2,6,3,44,0,0,50,4,0,1,5,1,0
69,95,0,0,0,0,6,18,8,88,2,3,154,18,0,5,11,0,0
69,100,0,0,0,4,7,18,2,47,0,1,47,45,0,3,24,0,0
69,109,0,0,0,3,5,4,3,33,0,0,21,28,0,2,7,0,0
69,111,0,0,0,1,6,30,3,35,0,0,86,20,0,5,12,0,0
70,4,0,0,0,2,8,7,2,54,0,0,18,78,2,3,8,0,0
70,7,0,0,0,1,8,9,7,94,2,1,63,85,0,7,12,3,0
70,8,0,0,0,1,5,12,9,67,1,1,23,104,1,6,8,0,0
70,9,0,0,0,2,5,23,13,81,0,0,52,76,0,5,13,0,0
70,14,0,0,0,1,9,14,6,69,2,4,63,77,0,3,8,1,0
70,17,0,0,0,0,4,1,5,51,0,0,30,29,0,2,2,1,0
70,26,0,0,0,0,9,9,14,113,0,2,44,98,4,4,6,0,0
70,32,0,0,0,0,4,5,2,18,1,0,4,50,0,2,4,1,0
70,37,0,0,0,5,2,5,4,23,0,3,5,72,4,2,6,1,0
70,38,0,0,0,2,5,5,3,12,0,1,5,71,2,4,3,3,0
70,39,0,0,0,0,8,3,3,16,1,0,3,60,0,3,3,0,0
70,49,0,0,0,1,6,4,6,30,2,0,11,57,1,5,2,0,0
70,50,0,0,0,0,14,7,14,107,0,0,50,89,0,4,10,0,1
70,57,0,0,0,2,5,3,11,48,2,0,6,75,0,3,5,0,0
70,59,0,0,0,1,5,7,7,29,0,1,5,75,0,2,5,0,0
70,69,0,0,0,3,2,0,3,14,0,0,8,29,0,2,3,0,0
70,70,0,0,0,3,8,7,0,21,0,0,3,18,0,1,3,1,0
70,71,0,0,0,0,5,8,6,31,4,0,8,61,0,2,11,1,0
70,76,0,0,0,10,12,7,7,30,0,1,3,80,0,8,13,0,1
70,78,0,0,0,1,7,6,0,28,0,4,12,42,0,1,11,0,0
70,80,0,0,0,6,13,5,0,31,1,1,32,45,0,1,10,1,0
70,83,0,0,0,0,6,8,1,35,0,5,19,20,0,0,7,0,1
70,88,0,0,0,2,7,12,4,47,1,4,33,42,1,1,14,0,1
70,89,0,0,0,1,5,8,3,85,1,3,21,44,1,4,5,1,0
70,90,0,0,0,0,2,5,2,36,0,0,26,13,0,3,3,0,0
70,100,0,0,0,1,10,6,7,63,1,1,23,70,0,2,10,2,1
70,101,0,0,0,0,3,9,8,61,1,0,17,69,0,3,10,1,0
70,103,0,0,0,2,2,4,8,65,0,0,38,77,1,7,7,2,0
70,109,0,0,0,1,4,4,1,22,0,1,9,27,0,1,5,0,0
71,7,0,0,0,3,9,4,0,33,2,0,12,51,0,0,9,1,0
71,9,0,0,0,1,4,13,5,78,0,1,34,48,0,4,16,1,0
71,11,0,0,0,0,2,8,3,60,0,1,26,66,1,4,6,0,0
71,15,0,0,0,1,8,1,2,35,0,1,2,48,0,0,6,1,0
71,16,0,0,0,6,0,3,3,33,2,0,6,68,1,6,4,1,0
71,21,0,0,0,2,4,4,6,61,1,1,11,67,0,0,7,1,0
71,23,0,0,0,2,7,7,7,49,1,3,14,94,4,8,8,0,0
71,26,0,0,0,0,12,11,12,92,0,2,34,59,1,4,9,0,0
71,27,0,0,0,1,7,7,4,57,0,3,23,58,1,0,4,0,0
71,28,0,0,0,8,13,6,3,55,1,2,18,70,2,5,12,0,0
71,29,0,0,0,1,5,4,4,66,1,4,16,58,1,2,3,1,1
71,30,0,0,0,6,12,8,2,72,0,0,13,52,3,1,13,0,0
71,36,0,0,0,2,6,8,5,32,1,2,16,52,0,1,13,0,0
71,37,0,0,0,1,4,8,1,24,0,1,13,55,1,0,8,1,0
71,43,0,0,0,2,15,8,3,26,0,0,10,73,3,4,11,2,0
71,45,0,0,0,4,13,11,2,54,0,1,14,44,1,1,9,3,0
71,64,0,0,0,1,14,2,0,41,2,4,17,33,0,2,7,0,0
71,65,0,0,0,1,11,16,1,61,2,3,44,36,1,3,20,0,0
71,68,0,0,0,5,2,5,5,35,1,0,8,92,3,4,12,3,0
71,87,0,0,0,4,5,4,3,21,0,0,11,104,1,8,12,4,0
71,89,0,0,0,1,2,11,3,23,0,2,6,88,1,3,10,3,0
71,91,0,0,0,2,5,3,5,21,0,0,3,46,2,1,4,0,0
71,93,0,0,0,0,6,11,2,46,0,0,14,41,0,1,6,0,0
71,101,0,0,0,1,6,3,0,38,1,2,16,30,1,0,10,0,0
71,102,0,0,0,0,5,7,7,59,0,0,31,35,1,2,13,1,0
71,109,0,0,0,1,4,6,1,46,0,1,4,66,2,3,4,1,0
72,1,0,0,0,0,5,12,4,42,4,0,13,40,1,3,3,0,0
72,7,0,0,0,2,2,2,1,9,0,1,3,28,0,0,6,1,0
72,12,0,0,0,4,12,4,3,24,2,2,14,51,0,0,16,0,0
72,13,0,0,0,2,6,4,0,8,0,0,5,27,0,2,6,0,0
72,14,0,0,0,4,6,4,1,26,1,0,10,41,0,1,2,0,1
72,17,0,0,0,5,13,7,2,26,0,2,9,50,0,2,11,0,1
72,30,0,0,0,5,3,5,0,30,0,1,11,44,0,5,12,0,0
72,31,0,0,0,1,4,2,0,14,1,1,3,22,0,0,5,1,0
72,33,0,0,0,1,2,3,1,18,0,0,9,17,0,1,4,0,0
72,47,0,0,0,8,5,1,2,32,0,3,24,51,0,0,19,0,0
72,48,0,0,0,4,5,7,2,22,1,3,8,77,2,1,5,1,1
72,52,0,0,0,7,8,20,6,21,0,3,15,96,3,2,16,2,0
72,64,0,0,0,1,5,18,1,110,1,1,71,23,0,4,9,4,0
72,97,0,0,0,5,5,4,0,6,0,1,3,33,0,1,4,0,0
74,4,0,0,0,1,8,4,0,12,0,2,14,37,0,1,9,0,1
74,5,0,0,0,1,8,1,0,11,1,0,6,23,0,4,18,1,0
74,17,0,0,0,0,8,4,2,36,2,3,29,15,0,2,19,0,0
74,24,0,0,0,0,10,12,2,83,0,0,51,21,2,4,18,2,0
74,29,0,0,0,3,3,4,3,19,0,0,7,52,0,0,25,0,1
74,30,0,0,0,0,6,5,0,19,2,0,26,21,2,7,11,0,0
74,71,0,0,0,0,3,5,2,53,0,1,40,14,0,0,9,0,0
74,82,0,0,0,0,1,2,7,22,1,0,75,5,0,2,11,0,0
75,3,0,0,0,0,5,8,2,46,0,3,53,11,0,2,13,0,1
75,48,0,0,0,0,0,10,1,40,0,2,77,17,0,8,24,0,0
77,11,0,0,0,5,7,5,5,10,0,0,9,89,3,1,11,2,0
77,12,0,0,0,1,8,5,1,16,1,0,3,62,0,5,11,1,0
77,18,0,0,0,3,6,5,1,14,1,2,2,53,1,1,8,1,0
77,20,0,0,0,2,6,2,2,17,0,1,4,44,0,2,4,0,0
77,21,0,0,0,7,8,5,1,19,0,2,1,70,0,1,10,0,0
77,22,0,0,0,3,10,4,3,14,2,0,8,57,0,6,18,2,0
77,27,0,0,0,3,4,1,3,8,0,2,6,60,1,1,3,2,0
77,30,0,0,0,3,1,1,2,7,0,1,4,36,0,2,1,1,0
77,37,0,0,0,3,8,3,0,16,0,1,4,40,2,1,7,0,0
77,41,0,0,0,5,10,3,1,11,0,2,1,39,1,1,8,1,0
77,44,0,0,0,3,3,5,2,4,1,1,7,43,2,4,5,0,0
77,51,0,0,0,2,7,0,0,25,0,0,9,49,1,3,8,1,0
77,55,0,0,0,2,7,5,5,17,0,0,3,70,1,0,7,0,0
77,56,0,0,0,3,7,2,3,30,0,2,13,69,1,1,4,2,0
77,67,0,0,0,3,12,0,1,6,0,0,3,32,2,2,5,1,0
77,75,0,0,0,0,8,3,3,10,1,0,7,31,0,0,6,1,0
77,76,0,0,0,2,9,1,3,9,0,5,4,52,0,3,14,0,0
77,78,0,0,0,3,10,2,3,15,0,2,5,70,4,2,14,4,0
77,79,0,0,0,7,8,4,0,4,1,0,8,19,2,0,7,0,0
78,1,0,0,0,5,4,3,2,10,0,0,6,51,0,3,6,0,0
78,2,0,0,0,3,5,1,3,10,1,0,2,31,1,1,2,1,0
78,4,0,0,0,2,2,2,0,9,0,0,5,23,1,0,6,1,0
78,9,0,0,0,1,3,3,1,12,0,0,7,61,0,2,2,0,0
78,11,0,0,0,2,4,4,1,12,0,2,8,40,2,0,7,3,0
78,20,0,0,0,4,6,1,0,18,0,0,6,34,0,0,9,0,0
78,22,0,0,0,2,7,7,0,7,0,2,5,29,0,7,6,0,0
78,23,0,0,0,3,13,3,0,16,0,3,7,48,1,0,9,0,0
78,24,0,0,0,0,14,6,0,13,0,2,9,44,0,2,9,2,0
78,45,0,0,0,2,4,1,4,16,0,2,4,36,2,0,5,0,0
78,46,0,0,0,5,8,0,2,7,0,0,6,32,0,2,15,0,0
78,65,0,0,0,0,7,1,3,13,0,4,8,36,0,2,10,1,1
78,72,0,0,0,4,4,2,1,6,0,0,2,30,0,1,11,1,0
79,4,0,0,0,3,7,6,2,13,0,3,3,50,2,3,6,1,1
79,8,0,0,0,4,4,3,2,9,0,0,5,49,0,0,4,0,0
79,10,0,0,0,1,4,1,3,14,0,1,3,51,0,1,7,2,0
79,15,0,0,0,1,4,0,2,6,0,0,6,35,1,0,10,0,0
79,16,0,0,0,3,6,3,0,12,0,2,5,37,0,1,4,0,0
79,17,0,0,0,3,3,3,4,15,1,5,5,53,1,0,10,1,0
79,18,0,0,0,1,5,1,1,11,0,1,2,39,1,2,9,2,1
79,22,0,0,0,1,4,2,1,4,0,0,0,34,0,0,4,0,2
79,30,0,0,0,2,2,4,5,13,1,0,6,50,3,2,5,1,0
79,31,0,0,0,1,2,3,0,4,0,0,3,49,1,3,8,1,0
79,32,0,0,0,4,3,2,3,11,2,0,0,43,0,3,3,0,0
79,33,0,0,0,1,7,3,3,8,1,0,6,49,1,0,3,0,0
79,37,0,0,0,1,8,2,0,5,0,0,2,36,0,0,2,2,0
79,40,0,0,0,6,11,1,2,26,0,0,11,71,0,1,16,1,0
79,41,0,0,0,1,9,0,5,13,0,3,4,63,2,1,13,1,0
79,45,0,0,0,3,4,2,2,18,0,0,2,50,1,2,5,0,0
79,46,0,0,0,3,4,1,6,15,0,1,5,49,1,0,5,1,0
79,47,0,0,0,1,9,0,1,13,0,1,8,49,1,0,4,0,0
79,48,0,0,0,2,6,3,2,19,0,0,2,34,0,2,6,1,0
79,49,0,0,0,2,3,1,3,8,0,0,5,54,0,1,11,0,0
79,50,0,0,0,1,2,3,3,19,0,3,10,51,1,3,8,0,0
79,52,0,0,0,4,0,5,4,20,0,1,2,51,1,5,4,1,0
79,53,0,0,0,1,2,3,2,23,0,1,4,55,3,4,13,0,0
79,58,0,0,0,3,7,4,3,12,0,3,10,44,2,1,19,1,0
79,60,0,0,0,2,0,4,1,4,0,0,1,35,0,2,5,0,0
79,63,0,0,0,2,6,5,2,8,0,1,1,37,0,3,7,1,1
79,64,0,0,0,2,6,1,5,3,0,1,4,58,0,0,13,2,0
79,75,0,0,0,2,1,1,5,19,0,0,6,58,1,5,8,0,0
79,85,0,0,0,1,3,3,0,14,0,0,2,43,1,7,12,1,0
79,86,0,0,0,0,2,4,8,8,0,1,4,49,0,5,9,0,0
80,40,0,0,0,2,3,5,3,7,0,1,8,34,0,5,5,0,0
80,47,0,0,0,1,2,3,0,15,0,1,8,19,0,3,6,0,0
80,48,0,0,0,3,3,3,3,18,0,3,6,46,0,5,7,1,0
80,57,0,0,0,2,1,1,1,5,1,0,7,30,0,5,6,0,0
80,64,0,0,0,0,0,4,2,27,0,0,3,60,0,1,6,0,0
81,7,0,0,0,0,1,9,2,20,0,3,7,45,0,5,14,0,0
81,13,0,0,0,1,1,4,1,19,0,0,6,27,0,4,19,0,1
81,21,0,0,0,0,1,6,1,24,1,0,3,52,0,3,6,1,0
81,46,0,0,0,0,5,3,1,6,0,0,5,26,0,2,4,0,0
81,48,0,0,0,0,3,6,5,46,1,1,41,14,0,3,9,0,1
81,59,0,0,0,0,3,17,1,29,1,4,47,22,0,4,11,1,1
81,100,0,0,0,2,2,4,1,13,0,2,3,41,0,4,10,0,0
82,23,0,0,0,6,1,4,3,12,0,1,9,24,0,3,12,0,0
82,28,0,0,0,5,6,8,4,14,0,1,15,44,0,1,11,2,0
82,54,0,0,0,0,1,3,1,13,0,1,2,33,0,0,4,1,0
82,69,0,0,0,0,1,5,4,20,1,1,10,51,1,1,2,0,1
82,70,0,0,0,1,2,5,2,16,0,1,5,61,0,3,0,0,0
82,72,0,0,0,4,3,9,9,37,0,1,15,97,1,3,7,0,1
82,76,0,0,0,2,2,6,7,29,0,0,8,85,0,0,11,0,0
82,80,0,0,0,1,3,9,10,30,1,2,10,76,0,10,3,0,0
82,90,0,0,0,1,0,6,4,21,0,1,12,84,0,5,5,0,1
82,94,0,0,0,1,6,6,8,33,2,1,9,78,3,6,9,1,1
82,96,0,0,0,0,3,4,4,15,0,0,8,61,0,3,5,0,0
82,98,0,0,0,0,5,8,6,29,1,1,12,72,1,3,5,0,0
82,99,0,0,0,0,0,6,1,18,0,0,9,69,0,5,3,1,0
82,100,0,0,0,1,4,9,5,19,1,0,8,72,0,4,6,0,0
82,101,0,0,0,0,0,0,5,24,0,1,5,79,0,2,7,0,1
83,6,0,0,0,4,4,1,6,25,0,0,3,86,0,1,7,1,1
83,7,0,0,0,2,1,2,3,28,0,0,4,89,1,1,7,0,0
83,8,0,0,0,1,1,4,4,22,0,0,6,75,0,2,7,0,0
83,16,0,0,0,1,2,2,0,33,1,2,4,118,0,6,10,0,0
83,17,0,0,0,1,2,1,2,43,0,0,9,111,2,4,8,3,0
83,18,0,0,0,2,2,6,3,31,0,0,2,87,1,0,8,0,0
83,19,0,0,0,0,0,3,5,20,1,0,2,69,0,1,2,0,0
83,26,0,0,0,1,0,4,1,10,0,0,5,52,0,0,2,0,0
83,28,0,0,0,5,7,2,2,20,0,2,4,45,0,0,5,1,0
83,30,0,0,0,0,0,1,5,25,0,0,2,56,0,4,4,0,1
83,31,0,0,0,0,2,6,5,33,1,1,5,113,0,3,5,0,0
83,33,0,0,0,1,1,5,4,37,0,0,9,137,0,3,7,0,0
83,40,0,0,0,0,2,3,2,17,0,0,4,75,0,3,3,0,0
83,41,0,0,0,0,2,4,5,23,2,0,2,76,0,6,2,0,0
83,44,0,0,0,0,0,4,6,26,0,0,6,81,0,0,7,1,1
83,52,0,0,0,0,0,2,2,26,0,0,4,79,1,3,6,0,1
83,55,0,0,0,1,3,0,5,20,0,0,3,65,0,2,7,0,1
83,65,0,0,0,1,0,4,1,7,0,1,4,56,0,2,5,0,0
83,67,0,0,0,0,1,2,1,13,0,0,4,52,2,2,5,0,0
83,72,0,0,0,2,0,3,4,13,0,0,2,57,2,3,1,0,0
83,75,0,0,0,0,2,7,2,42,0,0,2,124,0,8,8,0,0
83,78,0,0,0,0,4,3,3,26,0,0,4,70,2,2,7,1,0
83,80,0,0,0,0,1,3,0,33,1,1,3,94,2,6,6,0,0
83,81,0,0,0,1,2,9,3,42,0,0,3,115,1,7,19,1,0
